Argument ID	Conclusion Farsi	Stance Farsi	Premise Farsi	Conclusion English	Stance English	Premise English	Source	Method
F01084	دنیا مذموم است	به نفع	هر كه دل بدنیا ببندد به سه خصلت دل بسته است: اندوهى كه پایان ندارد. و آرزوئى كه بچنگ نیاید، و امیدیكه بدان نرسد.	The world is reprehensible	in favor of	Whoever closes his heart to the world is closed to three characteristics: sadness that has no end. And a wish that doesn't come, and a hope that doesn't reach it.	Nahj al-Balagha	deduced
F01085	دنیا مذموم است	به نفع	اهل دنيا سوارانى در خواب مانده اند كه آنان را مى رانند.	The world is reprehensible	in favor of	The people of the world are left asleep by riders who drive them.	Nahj al-Balagha	extracted
F01086	دنیا مذموم است	به نفع	آرزوهای دراز در دنیا قساوت قلب می‌آورد	The world is reprehensible	in favor of	Long dreams in the world bring cruelty of heart	Nahj al-Balagha	deduced
F01087	دنیا مذموم است	به نفع	آيا آزاد مردى نيست كه اين لقمه جويده حرام دنيا را به اهلش واگذارد؟ همانا بهايى براى جان شما جز بهشت نيست، پس به كمتر از آن نفروشيد.	The world is reprehensible	in favor of	Is there no free man who can leave this chewed morsel (of the world) to those who like it? Certainly, the only price for your souls is Paradise. Therefore, do not sell your soul except for Paradise.	Nahj al-Balagha	extracted
F01088	دنیا مذموم است	به نفع	دنياى حرام چون مار سمّى است، پوست آن نرم ولى سمّ كشنده در درون دارد، نادان فريب خورده به آن مى گرايد، و هوشمند عاقل از آن دورى گزيند.	The world is reprehensible	in favor of	The forbidden world is like a poisonous snake, its skin is soft but it has a deadly poison inside, the fool is deceived and goes to it, and the intelligent and wise will avoid it.	Nahj al-Balagha	extracted
F01089	دنیا مذموم است	در مقابل	مردمى ديگر در روز قيامت آن را مى ستايند، دنيا حقائق را به يادشان آورد، ياد آور آن شدند، از رويدادها برايشان حكايت كرد، او را تصديق كردند، و اندرزشان داد، پند پذيرفتند.	The world is reprehensible	against	Some people will praise the world on the day of judgment since the world reminded them of the facts and they remembered, it told them events, they confirmed them and it gave them admonition and they accepted it.	Nahj al-Balagha	extracted
F01090	دنیا مذموم است	در مقابل	دنيا سراى راستى براى راست گويان، و خانه تندرستى براى دنيا شناسان، و خانه بى نيازى براى توشه گيران، و خانه پند، براى پندآموزان است.	The world is reprehensible	against	The world is the house of truth for those who speak the truth, the house of health for those who know the world, the house of independence for those who learn, and the house of advice for those who learn advice.	Nahj al-Balagha	extracted
F01091	دنیا مذموم است	به نفع	دنيا بدن ها را فرسوده، و آرزوها را تازه مى كند، مرگ را نزديك و خواسته ها را دور و دراز مى سازد، كسى كه به آن دست يافت خسته مى شود، و آن كه به دنيا نرسيد رنج مى برد.	The world is reprehensible	in favor of	The world wears out the bodies and refreshes the desires, making death near and desires far and wide, the one who achieves it gets tired, and the one who does not reach the world suffers.	Nahj al-Balagha	extracted
F01092	زهد مطلوب است	به نفع	آن كس كه در دنيا زهد مى ورزد، مصيبت ها را ساده پندارد	Asceticism is desirable.	in favor of	The one who practices asceticism in this world should consider the calamities as simple	Nahj al-Balagha	extracted
F01093	زهد مطلوب است	به نفع	زهد بين دو كلمه از قرآن است، كه خداى سبحان فرمود: «تا بر آنچه از دست شما رفته حسرت نخوريد، و به آنچه به شما رسيده شادمان مباشيد»؛ كسى كه بر گذشته افسوس نخورد، و به آينده شادمان نباشد، همه جوانب زهد را رعايت كرده است.	Asceticism is desirable.	in favor of	The whole of asceticism is confined between two expressions of the Quran: Allah, the Glorified One, says: “... lest you should distress yourselves because of what you miss and be over-joyous for what He has granted you” (Quran, 57: 23). Whoever does not grieve over what he misses and does not revel over what comes to him acquires asceticism from all sides.	Nahj al-Balagha	extracted
F01094	زهد مطلوب است	در مقابل	رها کردن زندگی و صرفا به عبادت و ریاضت پرداختن، انسان را از ترقی و زندگی اجتماعی باز می‌دارد و شایسته نیست.	Asceticism is desirable.	against	Abandoning life and focusing only on worship and austerity prevents a person from progressing and social life and is not worthy.	Nahj al-Balagha	deduced
F01095	ناتوانی آفت است	به نفع	انسان عاجز ذلیل و خوار، عقب‌مانده و شکست خورده و بی‌ارزش و مقدار است که با خاطر آن‌ها نمی‌تواند به اهداف مالی و معنوی خودش برسد.	incapability is like pest	in favor of	The one who is incapable is also like a worthless struggling defeated person who can not achieve his spiritual and financial goals.	Nahj al-Balagha	deduced
F01096	ناتوانی آفت است	به نفع	هنگامى که اشيا با يکديگر ازدواج کردند تنبلى و ناتوانى نيز به هم پيوستند و فرزند آن ها فقر شد	incapability is like pest	in favor of	When things got married to each other, laziness and incapacity joined together and their child became poverty	Nahj al-Balagha	deduced
F01097	ناتوانی آفت است	به نفع	از دست دادن دوستان غربت است.	incapability is like pest	in favor of	Losing friends is homelessness.	Nahj al-Balagha	extracted
F01098	باید اهل فکر باشیم	به نفع	همانا ارزشمندترين بى نيازى عقل است	We must be thoughtful	in favor of	Indeed, the most valuable need is wisdom	Nahj al-Balagha	extracted
F01099	باید اهل فکر باشیم	به نفع	بزرگ ترين فقر بى خردى است	We must be thoughtful	in favor of	The greatest poverty is lack of wisdom	Nahj al-Balagha	extracted
F01100	باید اهل فکر باشیم	به نفع	پس كسى كه درست انديشيد به ژرفاى دانش رسيد و آن كس كه به حقيقت دانش رسيد، از چشمه زلال شريعت نوشيد، و كسى كه شكيبا شد در كارش زياده روى نكرده با نيكنامى در ميان مردم زندگى خواهد كرد.	We must be thoughtful	in favor of	Therefore, the one who thought correctly reached the depth of knowledge, and the one who reached the truth of knowledge, drank from the clear fountain of Shariat, and the one who became patient and did not turn too much in his work will live with a good name among people.	Nahj al-Balagha	extracted
